epoch,bas_tt,vid_ut,rid_ut,vid_tt,red_tt,tea_tt
76,0.723999977111816,0.261900007724762,0.614400029182434,0.796199977397919,0.813300013542175,0.82779997587204
77,0.725399971008301,0.210099995136261,0.626900017261505,0.796999990940094,0.81360000371933,0.832099974155426
78,0.719200015068054,0.36939999461174,0.601199984550476,0.796800017356873,0.818300008773804,0.825299978256226
79,0.72189998626709,0.302300006151199,0.564499974250793,0.772300004959106,0.815699994564056,0.823400020599365
80,0.718699991703033,0.322299987077713,0.598800003528595,0.783500015735626,0.819400012493134,0.825900018215179
81,0.722899973392487,0.374199986457825,0.614600002765656,0.796000003814697,0.818300008773804,0.813899993896484
82,0.719399988651276,0.179000005125999,0.605599999427795,0.797299981117249,0.822799980640411,0.822499990463257
83,0.72299998998642,0.289499998092651,0.592700004577637,0.784200012683868,0.823000013828278,0.827700018882751
84,0.714900016784668,0.37729999423027,0.619799971580505,0.799700021743774,0.819100022315979,0.831200003623962
85,0.72000002861023,0.313899993896484,0.624300003051758,0.790499985218048,0.820100009441376,0.830999970436096
86,0.716400027275085,0.310499995946884,0.580399990081787,0.792999982833862,0.817399978637695,0.830999970436096
87,0.724799990653992,0.363099992275238,0.651600003242493,0.775600016117096,0.81580001115799,0.830399990081787
88,0.720099985599518,0.217700004577637,0.642799973487854,0.797299981117249,0.81989997625351,0.830600023269653
89,0.720399975776672,0.290300011634827,0.642400026321411,0.782000005245209,0.815900027751923,0.821399986743927
90,0.71670001745224,0.317099988460541,0.640799999237061,0.784699976444244,0.810199975967407,0.832799971103668
91,0.719399988651276,0.246199995279312,0.656599998474121,0.768299996852875,0.822099983692169,0.831799983978272
92,0.717199981212616,0.330199986696243,0.654799997806549,0.79610002040863,0.823499977588654,0.830799996852875
93,0.7189000248909,0.307500004768372,0.655600011348724,0.797399997711182,0.820200026035309,0.829100012779236
94,0.720399975776672,0.35929998755455,0.654900014400482,0.797999978065491,0.82150000333786,0.824899971485138
95,0.718800008296967,0.361900001764297,0.655200004577637,0.798200011253357,0.821399986743927,0.833400011062622
96,0.716199994087219,0.347099989652634,0.655499994754791,0.789600014686585,0.824199974536896,0.833400011062622
97,0.719399988651276,0.23309999704361,0.654999971389771,0.793500006198883,0.821200013160706,0.828299999237061
98,0.705600023269653,0.32379999756813,0.65750002861023,0.792800009250641,0.822200000286102,0.839100003242493
99,0.712800025939941,0.177200004458427,0.58950001001358,0.801500022411346,0.808799982070923,0.827899992465973
100,0.656700015068054,0.253500014543533,0.649399995803833,0.795899987220764,0.815900027751923,0.83569997549057
101,0.666700005531311,0.388599991798401,0.630800008773804,0.796000003814697,0.820999979972839,0.837499976158142
102,0.658200025558472,0.126599997282028,0.649999976158142,0.78219997882843,0.819400012493134,0.830600023269653
103,0.698099970817566,0.26460000872612,0.652300000190735,0.792999982833862,0.819800019264221,0.832099974155426
104,0.708199977874756,0.373100012540817,0.621999979019165,0.797299981117249,0.818599998950958,0.824999988079071
105,0.689100027084351,0.351099997758865,0.624000012874603,0.794399976730347,0.807200014591217,0.836000025272369
106,0.708299994468689,0.352100014686584,0.649399995803833,0.789200007915497,0.814400017261505,0.829500019550324
107,0.707000017166138,0.388700008392334,0.658500015735626,0.794000029563904,0.814000010490418,0.82940000295639
108,0.697200000286102,0.342999994754791,0.650699973106384,0.797800004482269,0.817499995231628,0.832899987697601
109,0.713699996471405,0.341800004243851,0.584299981594086,0.793600022792816,0.819700002670288,0.821099996566772
110,0.724200010299683,0.385399997234344,0.646399974822998,0.795000016689301,0.815500020980835,0.829299986362457
111,0.71780002117157,0.194199994206429,0.663699984550476,0.796500027179718,0.809199988842011,0.822300016880035
112,0.721400022506714,0.36489999294281,0.632200002670288,0.793900012969971,0.816999971866608,0.828700006008148
113,0.723599970340729,0.37729999423027,0.627900004386902,0.795799970626831,0.812300026416779,0.836700022220612
114,0.729099988937378,0.338200002908707,0.668500006198883,0.798600018024445,0.814999997615814,0.828400015830994
115,0.728100001811981,0.342999994754791,0.646600008010864,0.796599984169006,0.81360000371933,0.826200008392334
116,0.734200000762939,0.18970000743866,0.640699982643127,0.80239999294281,0.805000007152557,0.828299999237061
117,0.733299970626831,0.307099997997284,0.644900023937225,0.793299973011017,0.81879997253418,0.821099996566772
118,0.732999980449677,0.312700003385544,0.671400010585785,0.794399976730347,0.820800006389618,0.828000009059906
119,0.731000006198883,0.259099990129471,0.648000001907349,0.7882000207901,0.801900029182434,0.830699980258942
120,0.729600012302399,0.387100011110306,0.670000016689301,0.799300014972687,0.819400012493134,0.835500001907349
121,0.731899976730347,0.393799990415573,0.69650000333786,0.800100028514862,0.824899971485138,0.826900005340576
122,0.731299996376038,0.27020001411438,0.69650000333786,0.790899991989136,0.823400020599365,0.832099974155426
123,0.732200026512146,0.187600001692772,0.695100009441376,0.785000026226044,0.824400007724762,0.835300028324127
124,0.72759997844696,0.240500003099442,0.696900010108948,0.802100002765656,0.824100017547607,0.834299981594086
125,0.731599986553192,0.246299996972084,0.694400012493134,0.789600014686585,0.82480001449585,0.838400006294251
126,0.730199992656708,0.280900001525879,0.696099996566772,0.801100015640259,0.824899971485138,0.831499993801117
127,0.729200005531311,0.334800004959106,0.695800006389618,0.80129998922348,0.82480001449585,0.829299986362457
128,0.730599999427795,0.300599992275238,0.695699989795685,0.797500014305115,0.824100017547607,0.828100025653839
129,0.729499995708466,0.27810001373291,0.656499981880188,0.789900004863739,0.808899998664856,0.831099987030029
130,0.729600012302399,0.380699992179871,0.636399984359741,0.799899995326996,0.815400004386902,0.833899974822998
131,0.731500029563904,0.328700006008148,0.660399973392487,0.797399997711182,0.815100014209747,0.833899974822998
132,0.729200005531311,0.255899995565414,0.647300004959106,0.791299998760223,0.817099988460541,0.828999996185303
133,0.725399971008301,0.365900009870529,0.658800005912781,0.80129998922348,0.813799977302551,0.829900026321411
134,0.72790002822876,0.378800004720688,0.653299987316132,0.795899987220764,0.815299987792969,0.822899997234345
135,0.726100027561188,0.36379998922348,0.646799981594086,0.80239999294281,0.819700002670288,0.83380001783371
136,0.727500021457672,0.378199994564056,0.619000017642975,0.797800004482269,0.812900006771088,0.825800001621246
137,0.725899994373322,0.3716000020504,0.666899979114533,0.80019998550415,0.817499995231628,0.828999996185303
138,0.721499979496002,0.33610001206398,0.652899980545044,0.800000011920929,0.810800015926361,0.829500019550324
139,0.727299988269806,0.380699992179871,0.680999994277954,0.797800004482269,0.8125,0.834200024604797
140,0.714200019836426,0.330599993467331,0.670000016689301,0.795400023460388,0.812099993228912,0.829599976539612
141,0.726999998092651,0.377099990844727,0.666000008583069,0.796599984169006,0.809599995613098,0.831799983978272
142,0.727100014686585,0.386099994182587,0.669799983501434,0.798399984836578,0.810699999332428,0.833500027656555
143,0.727400004863739,0.333499997854233,0.630999982357025,0.797299981117249,0.815900027751923,0.832099974155426
144,0.72790002822876,0.38960000872612,0.657000005245209,0.800800025463104,0.808099985122681,0.829500019550324
145,0.727699995040894,0.324099987745285,0.646700024604797,0.792599976062775,0.806900024414063,0.839299976825714
146,0.72299998998642,0.183100000023842,0.671999990940094,0.791599988937378,0.806400001049042,0.830399990081787
147,0.722299993038178,0.25670000910759,0.649699985980988,0.796899974346161,0.818700015544891,0.838599979877472
148,0.722400009632111,0.333099991083145,0.651300013065338,0.792599976062775,0.818499982357025,0.832400023937225
149,0.719900012016296,0.332599997520447,0.668900012969971,0.796700000762939,0.816699981689453,0.834200024604797
150,0.724399983882904,0.400299996137619,0.651000022888184,0.785600006580353,0.810999989509583,0.824899971485138
151,0.725600004196167,0.388999998569489,0.68970000743866,0.793099999427795,0.814300000667572,0.829699993133545
152,0.7257000207901,0.408499985933304,0.689800024032593,0.807799994945526,0.816200017929077,0.833400011062622
153,0.724900007247925,0.394499987363815,0.686999976634979,0.808300018310547,0.815900027751923,0.835799992084503
154,0.724500000476837,0.396299988031387,0.68860000371933,0.80620002746582,0.815100014209747,0.831099987030029
155,0.726899981498718,0.391699999570847,0.691500008106232,0.806900024414063,0.815599977970123,0.830299973487854
156,0.726999998092651,0.407000005245209,0.690599977970123,0.806999981403351,0.814599990844727,0.836399972438812
157,0.727500021457672,0.411399990320206,0.689999997615814,0.808000028133392,0.816600024700165,0.833000004291534
158,0.726899981498718,0.402399986982346,0.689300000667572,0.806100010871887,0.814199984073639,0.824000000953674
159,0.72790002822876,0.355199992656708,0.642899990081787,0.808899998664856,0.81580001115799,0.82889997959137
160,0.725199997425079,0.373600006103516,0.630699992179871,0.807399988174439,0.820200026035309,0.83569997549057
161,0.725300014019012,0.404300004243851,0.677699983119965,0.808899998664856,0.811600029468536,0.831200003623962
162,0.726100027561188,0.364300012588501,0.657800018787384,0.808000028133392,0.816699981689453,0.830699980258942
163,0.726100027561188,0.393599987030029,0.677999973297119,0.807399988174439,0.810999989509583,0.839900016784668
164,0.725600004196167,0.411399990320206,0.681100010871887,0.808300018310547,0.814199984073639,0.829900026321411
165,0.727800011634827,0.361999988555908,0.667900025844574,0.807500004768372,0.81029999256134,0.836099982261658
166,0.726100027561188,0.38740000128746,0.647499978542328,0.807500004768372,0.81360000371933,0.83490002155304
167,0.724699974060059,0.384299993515015,0.654699981212616,0.808200001716614,0.808899998664856,0.829699993133545
168,0.72759997844696,0.33840000629425,0.659799993038178,0.809099972248077,0.809899985790253,0.829699993133545
169,0.725300014019012,0.402300000190735,0.647000014781952,0.807900011539459,0.810100018978119,0.834200024604797
170,0.726400017738342,0.384200006723404,0.650499999523163,0.807900011539459,0.814100027084351,0.835399985313416
171,0.723900020122528,0.408800005912781,0.635299980640411,0.809000015258789,0.806699991226196,0.838400006294251
172,0.726899981498718,0.373600006103516,0.642899990081787,0.809700012207031,0.800700008869171,0.825600028038025
173,0.726499974727631,0.393599987030029,0.667200028896332,0.806599974632263,0.809899985790253,0.829299986362457
174,0.726100027561188,0.39520001411438,0.642599999904633,0.810599982738495,0.813700020313263,0.827700018882751
175,0.723900020122528,0.367700010538101,0.671999990940094,0.806699991226196,0.810699999332428,0.8367999792099
176,0.725899994373322,0.368099987506866,0.659600019454956,0.807399988174439,0.813399970531464,0.838100016117096
177,0.725099980831146,0.40310001373291,0.658100008964539,0.807799994945526,0.807500004768372,0.835099995136261
178,0.725300014019012,0.398200005292892,0.658399999141693,0.807500004768372,0.809700012207031,0.83050000667572
179,0.724200010299683,0.412699997425079,0.618300020694733,0.810400009155273,0.816200017929077,0.829800009727478
180,0.727400004863739,0.367799997329712,0.674899995326996,0.808899998664856,0.816799998283386,0.828299999237061
181,0.728200018405914,0.402399986982346,0.688000023365021,0.809499979019165,0.820200026035309,0.832499980926514
182,0.726199984550476,0.380199998617172,0.689499974250793,0.807200014591217,0.821799993515015,0.826399981975555
183,0.725799977779388,0.404100000858307,0.689599990844727,0.808499991893768,0.820299983024597,0.827300012111664
184,0.72680002450943,0.337599992752075,0.689499974250793,0.808099985122681,0.820599973201752,0.840300023555756
185,0.726499974727631,0.406800001859665,0.690699994564056,0.807200014591217,0.821699976921082,0.82669997215271
186,0.72409999370575,0.39300000667572,0.690299987792969,0.808000028133392,0.821200013160706,0.824000000953674
187,0.727400004863739,0.395300000905991,0.689599990844727,0.809599995613098,0.821600019931793,0.830399990081787
188,0.726599991321564,0.40310001373291,0.688099980354309,0.808799982070923,0.822200000286102,0.833500027656555
189,0.725899994373322,0.359499990940094,0.663900017738342,0.809899985790253,0.815299987792969,0.833100020885468
190,0.725300014019012,0.357699990272522,0.680199980735779,0.808600008487701,0.814100027084351,0.826499998569489
191,0.7257000207901,0.358700007200241,0.64520001411438,0.807500004768372,0.810000002384186,0.837000012397766
192,0.7257000207901,0.371499985456467,0.67739999294281,0.808399975299835,0.808600008487701,0.828100025653839
193,0.726400017738342,0.387800008058548,0.64709997177124,0.808600008487701,0.811999976634979,0.839800000190735
194,0.725000023841858,0.382099986076355,0.642199993133545,0.806999981403351,0.807099997997284,0.835200011730194
195,0.724300026893616,0.398699998855591,0.670099973678589,0.809099972248077,0.810699999332428,0.826600015163422
196,0.727199971675873,0.400999993085861,0.668099999427795,0.806500017642975,0.800400018692017,0.832499980926514
197,0.725099980831146,0.384700000286102,0.636500000953674,0.807200014591217,0.807699978351593,0.833199977874756
198,0.725399971008301,0.407400012016296,0.668299973011017,0.808300018310547,0.807799994945526,0.833400011062622
199,0.723399996757507,0.351900011301041,0.652700006961823,0.808700025081635,0.807299971580505,0.830600023269653
200,0.723599970340729,0.384799987077713,0.66509997844696,0.807799994945526,0.815100014209747,0.827400028705597
201,0.726899981498718,0.395900011062622,0.630299985408783,0.807900011539459,0.816399991512299,0.83490002155304
202,0.72409999370575,0.415199995040894,0.672699987888336,0.809800028800964,0.800300002098084,0.831099987030029
203,0.725899994373322,0.410199999809265,0.65200001001358,0.808799982070923,0.809099972248077,0.833500027656555
204,0.725099980831146,0.414900004863739,0.672299981117249,0.810100018978119,0.807299971580505,0.837800025939941
205,0.725399971008301,0.408600002527237,0.672500014305115,0.808300018310547,0.802699983119965,0.832199990749359
206,0.727999985218048,0.413199990987778,0.662000000476837,0.809400022029877,0.813899993896484,0.839999973773956
207,0.724699974060059,0.412800014019012,0.678900003433228,0.808399975299835,0.799499988555908,0.821399986743927
208,0.724500000476837,0.415100008249283,0.594399988651276,0.809300005435944,0.811999976634979,0.835799992084503
209,0.724300026893616,0.411700010299683,0.673200011253357,0.808899998664856,0.810599982738495,0.839999973773956
210,0.723900020122528,0.408199995756149,0.674899995326996,0.808799982070923,0.81139999628067,0.837599992752075
211,0.72350001335144,0.412200003862381,0.68860000371933,0.809099972248077,0.82370001077652,0.829999983310699
212,0.725799977779388,0.414700001478195,0.690100014209747,0.807500004768372,0.820699989795685,0.834699988365173
213,0.724799990653992,0.413800001144409,0.688799977302551,0.809599995613098,0.82150000333786,0.836499989032745
214,0.726000010967255,0.411700010299683,0.687399983406067,0.808499991893768,0.823099970817566,0.836499989032745
215,0.725600004196167,0.413399994373322,0.687399983406067,0.807200014591217,0.822499990463257,0.837800025939941
216,0.725199997425079,0.414600014686585,0.687900006771088,0.808399975299835,0.820999979972839,0.83270001411438
217,0.727100014686585,0.393200010061264,0.688799977302551,0.808499991893768,0.822200000286102,0.842100024223328
218,0.725899994373322,0.409900009632111,0.687399983406067,0.808200001716614,0.821099996566772,0.841199994087219
219,0.725799977779388,0.406100004911423,0.652800023555756,0.807900011539459,0.807500004768372,0.831499993801117
220,0.726199984550476,0.403600007295609,0.666800022125244,0.808899998664856,0.806699991226196,0.838100016117096
221,0.727699995040894,0.411399990320206,0.63510000705719,0.809099972248077,0.799399971961975,0.836399972438812
222,0.72409999370575,0.405600011348724,0.652999997138977,0.809000015258789,0.804799973964691,0.829999983310699
223,0.724200010299683,0.410899996757507,0.63730001449585,0.808399975299835,0.818300008773804,0.829200029373169
224,0.726300001144409,0.399699985980988,0.643800020217896,0.808200001716614,0.810500025749207,0.823499977588654
225,0.724699974060059,0.413399994373322,0.645900011062622,0.807799994945526,0.813799977302551,0.831900000572205
226,0.724799990653992,0.416900008916855,0.611299991607666,0.808499991893768,0.801999986171722,0.842499971389771
227,0.723800003528595,0.414299994707108,0.616800010204315,0.810400009155273,0.811200022697449,0.832300007343292
228,0.723200023174286,0.409200012683868,0.656700015068054,0.810699999332428,0.816699981689453,0.829999983310699
229,0.725099980831146,0.409999996423721,0.671400010585785,0.807500004768372,0.807799994945526,0.83459997177124
230,0.724200010299683,0.413300007581711,0.662699997425079,0.808899998664856,0.811299979686737,0.836600005626678
231,0.726100027561188,0.412499994039536,0.658900022506714,0.810899972915649,0.812099993228912,0.847800016403198
232,0.723900020122528,0.412400007247925,0.677699983119965,0.808399975299835,0.810599982738495,0.832799971103668
233,0.725899994373322,0.390300005674362,0.66540002822876,0.808799982070923,0.817799985408783,0.83380001783371
234,0.72460001707077,0.409900009632111,0.672100007534027,0.806900024414063,0.801500022411346,0.831799983978272
235,0.724799990653992,0.413800001144409,0.639299988746643,0.808399975299835,0.805899977684021,0.837199985980988
236,0.725199997425079,0.410199999809265,0.647800028324127,0.809099972248077,0.813300013542175,0.837999999523163
237,0.727299988269806,0.412900000810623,0.604300022125244,0.808700025081635,0.813199996948242,0.834500014781952
238,0.725799977779388,0.41609999537468,0.653900027275085,0.81029999256134,0.805400013923645,0.838900029659271
239,0.723299980163574,0.410699993371964,0.64139997959137,0.806599974632263,0.810000002384186,0.830099999904633
240,0.724300026893616,0.408699989318848,0.66100001335144,0.808200001716614,0.81139999628067,0.832599997520447
241,0.723299980163574,0.408399999141693,0.685599982738495,0.808899998664856,0.816399991512299,0.838500022888184
242,0.722500026226044,0.414099991321564,0.685100018978119,0.808499991893768,0.816100001335144,0.840200006961823
243,0.723100006580353,0.416399985551834,0.687399983406067,0.808700025081635,0.817700028419495,0.834299981594086
244,0.724699974060059,0.408499985933304,0.68639999628067,0.808000028133392,0.816900014877319,0.834299981594086
245,0.72299998998642,0.414200007915497,0.686600029468536,0.807799994945526,0.816900014877319,0.832499980926514
246,0.723800003528595,0.407999992370606,0.686500012874603,0.808799982070923,0.815500020980835,0.839299976825714
247,0.725199997425079,0.410400003194809,0.687300026416779,0.808399975299835,0.817099988460541,0.847199976444244
248,0.724799990653992,0.40599998831749,0.688799977302551,0.808399975299835,0.819700002670288,0.845200002193451
249,0.725099980831146,0.392800003290176,0.68120002746582,0.808099985122681,0.810800015926361,0.837499976158142
250,0.723999977111816,0.414000004529953,0.675599992275238,0.809099972248077,0.814800024032593,0.82940000295639
251,0.725399971008301,0.413500010967255,0.678399980068207,0.808499991893768,0.813000023365021,0.836300015449524
252,0.723800003528595,0.40939998626709,0.66049998998642,0.807600021362305,0.809800028800964,0.843400001525879
253,0.72350001335144,0.407400012016296,0.654799997806549,0.809400022029877,0.811299979686737,0.839299976825714
254,0.723299980163574,0.401399999856949,0.652300000190735,0.808700025081635,0.808200001716614,0.837100028991699
255,0.724399983882904,0.413100004196167,0.66729998588562,0.808899998664856,0.812099993228912,0.838900029659271
256,0.725499987602234,0.412600010633469,0.658200025558472,0.807299971580505,0.809899985790253,0.844099998474121
257,0.725000023841858,0.415300011634827,0.660199999809265,0.807500004768372,0.813399970531464,0.836199998855591
258,0.722500026226044,0.41389998793602,0.643499970436096,0.808000028133392,0.815599977970123,0.838800013065338
259,0.724900007247925,0.415600001811981,0.666299998760223,0.809400022029877,0.813899993896484,0.838199973106384
260,0.726100027561188,0.404100000858307,0.66100001335144,0.807500004768372,0.815599977970123,0.836000025272369
261,0.726899981498718,0.411100000143051,0.640500009059906,0.809199988842011,0.818300008773804,0.841899991035461
262,0.723399996757507,0.414900004863739,0.660700023174286,0.807500004768372,0.814300000667572,0.838299989700317
263,0.722000002861023,0.411700010299683,0.654100000858307,0.808899998664856,0.814400017261505,0.838800013065338
264,0.724399983882904,0.411900013685226,0.647000014781952,0.809199988842011,0.815199971199036,0.827700018882751
265,0.723100006580353,0.409999996423721,0.640500009059906,0.808300018310547,0.816100001335144,0.83789998292923
266,0.723599970340729,0.417199999094009,0.648800015449524,0.808499991893768,0.802200019359589,0.836300015449524
267,0.724799990653992,0.417400002479553,0.657800018787384,0.807299971580505,0.813300013542175,0.840099990367889
268,0.725300014019012,0.410899996757507,0.662999987602234,0.808200001716614,0.813700020313263,0.834299981594086
269,0.72079998254776,0.412900000810623,0.663500010967255,0.809899985790253,0.809099972248077,0.838599979877472
270,0.728299975395203,0.41159999370575,0.666100025177002,0.808399975299835,0.81470000743866,0.840200006961823
271,0.725300014019012,0.413700014352798,0.681800007820129,0.807399988174439,0.818099975585938,0.839399993419647
272,0.725399971008301,0.405699998140335,0.68120002746582,0.810000002384186,0.816999971866608,0.829599976539612
273,0.723699986934662,0.413399994373322,0.682200014591217,0.808899998664856,0.815299987792969,0.834200024604797
274,0.72409999370575,0.411300003528595,0.682200014591217,0.808600008487701,0.81879997253418,0.835300028324127
275,0.723399996757507,0.393200010061264,0.683499991893768,0.808399975299835,0.818499982357025,0.8439000248909
276,0.72409999370575,0.407599985599518,0.682699978351593,0.808300018310547,0.816799998283386,0.840300023555756
277,0.725600004196167,0.411199986934662,0.682500004768372,0.807699978351593,0.819000005722046,0.837400019168854
278,0.723699986934662,0.401399999856949,0.682900011539459,0.807699978351593,0.817300021648407,0.840499997138977
